1623355659.7700582,71
1623356265.4949758,92
1623356280.3895056,92
1623356880.9260683,92
1623357481.3345034,102
1623358081.889155,102
1623358682.3641305,110
1623359282.8650944,112
1623359883.3163915,112
1623360483.868761,170
1623361084.3667054,170
1623361684.9030077,170
1623362285.4466279,170
1623362885.890245,170
1623363486.3904622,170
1623364086.9724522,170
1623364687.5067406,170
1623365288.059982,170
1623365888.6001732,170
1623366489.1294506,170
1623367089.5696802,170
1623367690.0184538,170
1623368290.542253,170
1623368890.9340181,170
1623369491.4713902,170
1623370091.8912416,170
1623370692.4628816,170
1623371292.9053519,170
1623371893.433316,170
1623372493.8779116,170
1623373094.2760282,170
1623373694.6910293,170
1623374295.211641,170
1623374895.5830514,170
1623375495.998901,170
1623376096.4238818,170
1623376696.938941,170
1623377297.4599352,170
1623377897.8918967,170
1623378498.3986778,170
1623379098.8660672,170
1623379699.4022136,170
1623380299.8210719,170
1623380900.3402534,170
1623381500.7582612,170
1623382101.1892543,170
1623382701.6119819,170
1623383302.0230436,170
1623383902.5543487,170
1623384502.9951348,170
1623385103.5170147,170
1623385704.0466826,170
1623386304.5175025,170
1623386905.0414143,170
1623387505.4654582,170
1623388105.9854915,170
1623388706.52855,170
1623389306.9416645,170
1623389908.0483153,170
1623390508.4284835,170
1623391108.8645043,170
1623391709.2441974,170
1623392309.7449598,170
1623392910.261777,170
1623393510.6975346,170
1623394111.1282601,170
1623394711.492252,170
1623395311.8883328,168
1623395912.3181632,168
1623396512.7096975,159
1623397113.1996675,154
1623397713.752863,150
1623398314.2426383,150
1623398914.7340477,144
1623399515.1770127,144
1623400115.6963575,138
1623400716.221592,129
1623401316.663807,129
1623401917.0863335,126
1623402517.514581,122
1623403118.042851,122
1623403718.4668214,124
1623404318.9953034,120
1623404919.427691,120
1623405519.971203,118
1623406120.5463977,116
1623406721.105129,116
1623407321.5313382,116
1623407922.0475988,115
1623408522.4382973,120
1623409122.8624227,120
1623409723.1938858,122
1623410323.607199,122
1623410924.052861,123
1623411524.482105,124
1623412124.9408355,124
1623412725.4865022,126
1623413325.9059215,131
1623413926.4357085,131
1623414526.9383578,130
1623415127.48756,131
1623415728.0361054,130
1623416328.4514287,130
1623416928.9746325,120
1623417529.317126,120
1623418129.768259,121
1623418730.3018072,120
1623419330.7887416,121
1623419931.3287764,121
1623420531.784652,132
1623421132.3256137,132
1623421732.7675178,133
1623422333.330681,129
1623422933.8758218,120
1623423534.369692,120
1623424134.8057365,116
1623424735.2654545,116
1623425335.8238037,110
1623425936.2580478,101
1623426536.5872777,101
1623427137.0213308,94
1623427737.4448555,94
1623428337.975678,94
1623428938.3973775,94
1623429538.9433982,97
1623430139.493279,96
1623430739.9240732,96
1623431340.4902844,90
1623431941.0255027,85
1623432541.453747,85
1623433141.7948625,80
1623433742.278743,80
1623434342.7420006,85
1623434943.0883465,81
1623435543.5449877,83
1623436143.9562333,83
1623436744.3949654,83
1623437344.8419926,92
1623437945.2607014,92
1623438545.7118962,100
1623439146.1253457,100
1623439746.50561,103
1623440346.9472833,101
1623440947.392053,101
1623441547.8103094,102
1623442148.3511527,107
1623442748.6773045,107
1623443349.2412183,115
1623443949.6691673,127
1623444550.1974602,137
1623445150.6183178,137
1623445751.0861871,142
1623446351.6094155,142
1623446951.9621131,142
1623447552.3730054,170
1623448152.8027844,170
1623448753.234914,170
1623449353.6665328,170
1623449954.203663,170
1623450554.7404406,170
1623451155.1419637,170
1623451755.6569676,170
1623452356.071247,170
1623452956.5507686,170
1623453556.9648027,170
1623454157.4937239,170
1623454757.8768497,170
1623455358.2880967,170
1623455958.7973824,170
1623456559.3483207,170
1623457159.81568,170
1623457760.3623059,170
1623458360.8935475,170
1623458961.2303183,170
1623459561.6438088,170
1623460162.0200722,170
1623460762.425851,170
1623461362.9318702,170
1623461963.4423447,170
1623462563.994434,170
1623463164.4156072,170
1623463764.8347294,170
1623464365.2045565,170
1623464965.7391326,170
1623465566.109308,170
1623466166.6574833,170
1623466767.100373,170
1623467367.5635347,170
1623467968.002372,170
1623468568.3648,170
1623469168.760293,170
1623469769.1956599,170
1623470369.7350333,170
1623470970.1795921,170
1623471570.7254877,170
1623472171.2542517,170
1623472771.8215518,170
1623473372.2256935,170
1623473972.6565332,170
1623474573.0513232,170
1623475173.5238829,170
1623475774.1563942,170
1623476374.6739395,170
1623476975.201963,170
1623477575.7179973,170
1623478176.2722578,170
1623478776.6101925,170
1623479376.9916542,170
1623479977.415935,170
1623480577.8278992,170
1623481178.2512121,170
1623481778.6961706,168
1623482379.2364392,168
1623482979.6683517,163
1623483580.1990175,152
1623484180.7253861,146
1623484781.254649,146
1623485381.7097049,140
1623485982.072671,133
1623486582.5271125,133
1623487183.0915382,128
1623487783.6130786,128
1623488384.1250126,112
1623488984.4633846,111
1623489584.9981012,102
1623490185.536417,102
1623490785.8812351,93
1623491386.2883348,93
1623491986.8109472,84
1623492587.1435082,86
1623493187.7040632,86
1623493788.2364383,92
1623494388.7782245,87
1623494989.3267674,96
1623495589.7668276,96
1623496190.2788277,103
1623496790.7146788,103
1623497391.149065,98
1623497991.5863664,97
1623498592.1481729,98
1623499192.6191468,98
1623499793.1690385,97
1623500393.6878483,97
1623500994.1000237,100
1623501594.529488,100
1623502194.9846857,97
1623502795.396686,97
1623503395.9223113,97
1623503996.3635583,104
1623504596.794626,104
1623505197.2627175,110
1623505797.7944057,110
1623506398.2443056,125
1623506998.7759655,123
1623507599.3304424,128
1623508199.750758,128
1623508800.2069476,126
1623509400.778028,124
1623510001.2306933,124
1623510601.7878606,125
1623511203.1556413,125
1623511803.691982,143
1623512404.2448366,129
1623513004.700115,124
1623513605.2681391,124
1623514205.6501946,125
1623514806.1189806,120
1623515406.588727,120
1623516007.0396063,120
1623516607.4597244,120
1623518600.6992235,137
1623518768.621118,137
1623519314.3493745,139
1623519368.9249458,139
1623519487.0199962,139
1623519564.6632025,139
1623520182.650486,140
1623520800.6803503,140
1623521419.4515035,140
1623522036.1758795,141
1623522654.091542,141
1623523272.1263735,142
1623523888.8616693,143
1623524505.7601867,143
1623525122.761527,144
1623525739.2647667,147
1623526355.9201303,147
1623526972.7016764,148
1623527589.3808558,151
1623528206.6726537,151
1623528823.2762494,151
1623529440.134964,154
1623530057.0031328,154
1623530673.6150973,154
1623531290.2947743,154
1623531907.4350255,154
1623532523.861176,154
1623533140.8844118,154
1623533757.659516,154
1623534374.2589722,170
1623534990.8915112,170
1623535607.730097,170
1623536214.6808197,170
1623536821.8179057,170
1623537429.982193,170
1623538036.8588536,170
1623538643.9668016,170
1623539250.7608514,170
1623539857.68472,170
1623540464.8391132,170
1623541071.82164,170
1623541678.6347187,170
1623542286.4619133,170
1623542893.463251,170
1623543500.721205,170
1623544107.832331,170
1623544714.7275321,170
1623545321.7507842,170
1623545928.6232662,170
1623546535.4494176,170
1623547142.5686748,170
1623547749.702022,170
1623548356.7403395,170
1623548963.541951,170
1623549570.3602977,170
1623550177.1905582,170
1623550784.0949814,170
1623551391.0504382,170
1623551997.974254,170
1623552606.7206566,170
1623553213.6607437,170
1623553820.6175745,170
1623554427.6872528,170
1623555034.5251966,170
1623555641.4484105,170
1623556248.3826385,170
1623556855.2929518,170
1623557462.3497338,170
1623558069.8918924,170
1623558676.8944707,170
1623559283.748634,170
1623559890.568912,170
1623560497.4656906,170
1623561104.3798885,170
1623561711.4032114,170
1623562318.3121827,170
1623562925.4048815,170
1623563532.3828151,170
1623564139.215822,170
1623564746.0715947,170
1623565352.964286,170
1623565959.922172,170
1623566566.695227,170
1623567173.5486758,170
1623567780.3491998,170
1623568397.7254364,167
1623569014.7279062,153
1623569631.5943608,153
1623570248.2938087,142
1623570864.8738673,135
1623571481.4493124,121
1623572097.9866905,121
1623572714.6004426,115
1623573331.4448504,100
1623573948.704516,100
1623574566.0357141,84
1623575182.775794,82
1623575800.8472002,85
1623576417.5804214,85
1623577034.2743354,87
1623577650.7324114,86
1623578269.6194077,86
1623578887.1310353,91
1623579503.7591786,84
1623580120.3792179,84
1623580736.9568164,80
1623581353.541813,84
1623581970.2118413,84
1623582588.1648543,94
1623583205.0026467,94
1623583821.9272406,94
1623584438.7012594,92
1623585055.2246997,91
1623585671.9636009,91
1623586288.5938883,89
1623586905.226689,84
1623587521.9665487,84
1623588139.434398,95
1623588756.1121016,95
1623589372.598259,89
1623589989.2746675,89
1623590605.999588,89
1623591223.5587132,90
1623591840.2086692,90
1623592457.2630837,89
1623593074.0754242,91
1623593690.9055173,91
1623594309.40732,84
1623594926.2555447,90
1623595542.941157,90
1623596159.504175,90
1623596776.105611,99
1623597397.7508526,99
1623598014.3688016,105
1623598630.9799397,108
1623599247.4529665,108
1623599863.9289856,113
1623600480.7187686,117
1623601098.6661112,117
1623601715.2593296,114
1623602331.8017268,115
1623602948.8600597,115
1623603565.6961935,115
1623604182.5933218,116
1623604799.2057457,119
1623605416.2428715,119
1623606033.28627,118
1623606650.0486982,112
1623607267.4571161,122
1623607883.8420267,122
1623608505.335766,117
